date,time,title,content,press,link
2019.08.03,2019-08-03 00:00:58,"[가상화폐 뉴스] 08월 03일 00시 00분 비트코인(6.42%), 이더리움(4.06%), 제...","
[한국경제TV 라이온봇 기자]



[그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 ""코인원""에 따르면 가상화폐 대장 격인 비트코인의 시세는 24시간 전 대비 761,000원(6.42%) 상승한 12,615,000원에 거래되고 있다.비트코인을 제외한 가상화폐 동향은 상승이 우세하다.가장 큰 상승세를 보이는 가상화폐는 이더리움이다. 이더리움은 24시간 전 대비 4.06%  상승한 263,000원에 거래되고 있다.또한, 퀀텀(3.69%, 3,650원), 비트코인 캐시(2.53%, 392,600원), 아이오타(2.37%, 346원), 이오스(1.79%, 5,130원), 리플(1.35%, 375원), 이더리움 클래식(1%, 7,060원), 라이트코인(0.87%, 115,850원), 질리카(0.8%, 13원), 오미세고(0.55%, 1,830원)은 상승세를 나타냈다.한편, 가장 큰 하락세를 보이는 가상화폐는 제로엑스이다. 제로엑스은 24시간 전 대비 -1.52%  하락한 259원에 거래되고 있다.또한, 카이버 네트워크(-0.9%, 219원), 비트코인 골드(-0.13%, 31,930원)은 하락세를 나타냈다.스트리머는 24시간 전 대비 변동폭이 없었다.한편 거래금액 기준으로는 비트코인, 이더리움, 비트코인 캐시 순으로 가장 활발한 거래를 보이고 있다.



라이온봇 기자 -한국경제TV※ 본 기사는 한국경제TV와 '거장들의 투자공식이'자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다.라이온봇기자 ▶ 네이버 홈에서 [한국경제TV] 채널 구독하기 [생방송보기]▶ 대한민국 재테크 총집결! - [증권 / 주식상담 / 부동산]ⓒ 한국경제TV, 무단 전재 및 재배포 금지
		",한국경제TV,https://n.news.naver.com/mnews/article/215/0000800821?sid=004
2019.08.03,2019-08-03 00:00:49,"[가상화폐 뉴스] 비트코인, 전일 대비 764,000원 (6.45%) 오른 12,618,000원","
[한국경제TV 라이온봇 기자]



[그림 1] 비트코인 최근 1개월 추세 (제공: 암호화폐 거래소 코인원)08월 03일 00시 00분 현재 암호화폐 거래소 코인원에 따르면 비트코인은 전일 대비 764,000원 (6.45%) 오른 12,618,000원에 거래되고 있다.전일 대비 최저가는 11,816,000원, 최고가는 12,618,000원이었다. 1일 거래량은 1,635 BTC이며, 거래대금은 약 27,586,026,183원이었다.전일 거래량 대비 당일 거래량은 감소하고 있다.최근 1개월 고점은 14,508,000원이었으며, 현재 가격은 고점 대비 86.97% 수준이다.또한, 최근 1개월 저점은 10,897,000원이었으며, 현재 가격은 저점 대비 115.79% 수준이다.



라이온봇 기자 -한국경제TV※ 본 기사는 한국경제TV와 '거장들의 투자공식이'자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다.라이온봇기자 ▶ 네이버 홈에서 [한국경제TV] 채널 구독하기 [생방송보기]▶ 대한민국 재테크 총집결! - [증권 / 주식상담 / 부동산]ⓒ 한국경제TV, 무단 전재 및 재배포 금지
		",한국경제TV,https://n.news.naver.com/mnews/article/215/0000800820?sid=004
2019.08.03,,비트코인 0.26%↑ 이더리움 0.15%↑ 리플 0% 라이트코인 -0.26%↓ 대시 -0.57...,,로이슈,http://www.lawissue.co.kr
2019.08.03,,비트코인 0.42%↑ 이더리움 0.25%↑ 리플 0% 퀀텀 0.55%↑ 라이트코인 0.04%↑...,,로이슈,http://www.lawissue.co.kr
2019.08.03,,비트코인 0.41%↑ 이더리움 0.32%↑ 리플 0% 대시 -0.04%↓ 에이다 0.15%↑ 퀀...,,로이슈,http://www.lawissue.co.kr
2019.08.03,,"[코인빗 시황] 0시 1분 현재 비트코인 5.03% 오른 1191만원, 이더리움 1.42% ...",,로이슈,http://www.lawissue.co.kr
2019.08.03,,[암호화폐 시황] 비트코인 0.34%↑·이더리움 0.34%↑...0시 00분 현재,,글로벌경제,http://www.getnews.co.kr
2019.08.03,,"가상화폐(암호화폐)대표 종목 비트코인시세 상승세,8월 3일 23시 47분 기준 '...",,내외경제tv,http://www.nbntv.co.kr
2019.08.03,,"가상화폐(암호화폐) 대표 종목 이더리움 상승세,8월 3일 23시 기준 '이더리움...",,내외경제tv,http://www.nbntv.co.kr
2019.08.03,,[빗썸 가상화폐 시황] 00시 00분 현재 비트코인 5.89% ▲ 이더리움 3.83% ▲ ...,,내외경제tv,http://www.nbntv.co.kr
2019.08.03,,"[23시 기준 이더리움 시황] 이더리움 3.83% 상승, 이더리움 클래식 1.71% 상승...",,공감신문,http://gokorea.kr
