date,time,title,content,press,link
2019.06.14,2019-06-14 00:00:49,"[가상화폐 뉴스] 06월 14일 00시 00분 비트코인(1.21%), 스트리머(6.46%), 비...","
[한국경제TV 라이온봇 기자]



[그림 1] 가상화폐 시세 (제공: 암호화폐 거래소 코인원) 현재 암호화폐 거래소 ""코인원""에 따르면 가상화폐 대장 격인 비트코인의 시세는 24시간 전 대비 117,000원(1.21%) 상승한 9,787,000원에 거래되고 있다.비트코인을 제외한 가상화폐 동향은 상승이 우세하다.가장 큰 상승세를 보이는 가상화폐는 스트리머이다. 스트리머은 24시간 전 대비 6.46%  상승한 31원에 거래되고 있다.또한, 퀀텀(5.21%, 4,040원), 이더리움 클래식(4.11%, 10,390원), 이더리움(3.62%, 311,900원), 질리카(2.94%, 28원), 오미세고(2.49%, 2,470원), 비트코인 캐시(2.33%, 484,000원), 이오스(2.09%, 7,800원), 아이오타(0.95%, 529원), 리플(0.63%, 481원)은 상승세를 나타냈다.한편, 가장 큰 하락세를 보이는 가상화폐는 비트코인 골드이다. 비트코인 골드은 24시간 전 대비 -4.94%  하락한 35,000원에 거래되고 있다.또한, 라이트코인(-3.59%, 162,300원), 카이버 네트워크(-3.01%, 322원), 제로엑스(-0.5%, 395원)은 하락세를 나타냈다.한편 거래금액 기준으로는 이더리움, 비트코인, 리플 순으로 가장 활발한 거래를 보이고 있다.



라이온봇 기자 -한국경제TV※ 본 기사는 한국경제TV와 '거장들의 투자공식이'자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다.라이온봇기자 ▶ 네이버 홈에서 [한국경제TV] 채널 구독하기 [생방송보기]▶ 대한민국 재테크 총집결! - [증권 / 주식상담 / 부동산]ⓒ 한국경제TV, 무단 전재 및 재배포 금지
		",한국경제TV,https://n.news.naver.com/mnews/article/215/0000782333?sid=004
2019.06.14,,비트코인 0.01%↑ 이더리움 0% 리플 0.42%↑ 라이트코인 1.64%↑ 대시 0.31%↑...,,로이슈,http://www.lawissue.co.kr
2019.06.14,,비트코인 0.10%↑ 이더리움 -0.02%↓ 리플 0.21%↑ 대시 -1.16%↓ 에이다 0.9...,,로이슈,http://www.lawissue.co.kr
2019.06.14,,비트코인 0.06%↑ 이더리움 -0.08%↓ 리플 0.21%↑ 퀀텀 2.78%↑ 라이트코인 ...,,로이슈,http://www.lawissue.co.kr
2019.06.14,,[암호화폐 시황] 비트코인 -0.10%·이더리움 -0.06%...0시 00분 현재,,글로벌경제,http://www.getnews.co.kr
2019.06.14,,"[코인빗 시황] 0시 1분 현재 비트코인 0.13% 오른 977만5000원, 이더리움 2.5...",,로이슈,http://www.lawissue.co.kr
2019.06.14,,[14일 00시 비트코인 시황] 비트코인 1.06%…전일比 10만3000원,,데일리시큐,http://www.dailysecu.com
2019.06.14,,"가상화폐(암호화폐)대표 종목 비트코인 상승세,6월 14일 00시 기준 '비트코인...",,내외경제tv,http://www.nbntv.co.kr
2019.06.14,,[빗썸 가상화폐 시황] 00시 03분 현재 비트코인 1.06% ▲ 이더리움 3.45% ▲ ...,,내외경제tv,http://www.nbntv.co.kr
2019.06.14,,"[00시 비트코인 시황] 비트코인 1.06%, 모네로4.09%, 리플 0.62%",,공감신문,http://gokorea.kr
